 name         t90      fluence    fluence_error fluence_batse fluence_batse_error 
 GRB150712846   59.648 2.4535e-06    4.9761e-08    1.3505e-06          2.7489e-08 
 GRB200211813   55.040 2.4467e-06    5.0305e-08    1.2979e-06          2.7503e-08 
 GRB220624431   20.224 3.0838e-06    5.3496e-08    1.6721e-06          2.7521e-08 
 GRB200601097  153.859 2.6425e-05    5.0370e-08    1.5289e-05          2.7545e-08 
 GRB200816486   31.488 9.1985e-07    4.6438e-08    5.2131e-07          2.7557e-08 
 GRB240829058   11.520 1.4833e-05    5.2108e-08    9.6045e-06          2.7561e-08 
 GRB100325275    7.104 3.3520e-06    4.1664e-08    2.1144e-06          2.7595e-08 
 GRB190508987  119.808 2.9721e-06    5.2981e-08    1.6178e-06          2.7599e-08 
 GRB210102861   83.970 5.9850e-06    4.9891e-08    3.1824e-06          2.7661e-08 
 GRB131217108    0.768 6.7611e-07    3.8613e-08    3.5329e-07          2.7664e-08 
 GRB200919964   48.129 5.5972e-05    5.2105e-08    2.7896e-05          2.7713e-08 
 GRB120302080   80.384 2.5347e-06    5.5075e-08    1.2904e-06          2.7749e-08 
 GRB150128624    0.096 1.2711e-07    5.0093e-08    1.1324e-07          2.7749e-08 
 GRB170804911   26.368 3.7190e-06    6.0475e-08    1.9593e-06          2.7761e-08 
 GRB171025416   19.712 1.4936e-06    4.6223e-08    9.4667e-07          2.7769e-08 
 GRB151114645   34.816 2.2018e-06    5.4836e-08    1.1704e-06          2.7778e-08 
 GRB120703417   64.513 1.1076e-05    5.1941e-08    5.4886e-06          2.7782e-08 
 GRB211207416  120.322 2.0117e-05    5.2355e-08    1.1531e-05          2.7797e-08 
 GRB161112496   71.422 3.6138e-06    4.8691e-08    1.9403e-06          2.7798e-08 
 GRB230921112  108.546 1.0191e-05    5.5376e-08    5.7345e-06          2.7802e-08 
 GRB151227218   42.753 4.3508e-05    5.1397e-08    2.1436e-05          2.7804e-08 
 GRB230320884   14.592 1.0425e-05    5.3251e-08    6.7979e-06          2.7806e-08 
 GRB150226545  174.595 8.6326e-06    5.3138e-08    4.9387e-06          2.7830e-08 
 GRB091202219  118.274 7.0864e-06    5.6248e-08    3.6157e-06          2.7848e-08 
 GRB090928646   15.616 1.9528e-06    6.9859e-08    1.1644e-06          2.7854e-08 
 GRB080808772  210.178 6.3069e-06    5.2876e-08    3.3714e-06          2.7859e-08 
 GRB090805622   46.592 5.7886e-06    4.9624e-08    2.4996e-06          2.7860e-08 
 GRB090602564   20.736 2.7923e-06    5.6870e-08    1.1527e-06          2.7867e-08 
 GRB230709902    3.840 9.2858e-07    4.6140e-08    4.8520e-07          2.7889e-08 
 GRB170906039   11.520 3.0308e-06    5.4518e-08    1.5407e-06          2.7899e-08 
 GRB110904531   20.480 3.8125e-06    4.9532e-08    1.1352e-06          2.7902e-08 
 GRB100517132   19.840 1.2727e-06    4.6169e-08    6.8600e-07          2.7906e-08 
 GRB110415541  166.146 4.7235e-06    5.5085e-08    2.6737e-06          2.7913e-08 
 GRB190406745   80.384 5.5675e-06    5.5182e-08    3.1829e-06          2.7916e-08 
 GRB210622064   40.704 3.1420e-06    5.3653e-08    1.4978e-06          2.7931e-08 
 GRB111103948    0.320 2.8185e-07    5.3224e-08    1.6862e-07          2.7933e-08 
 GRB200604778   70.400 1.9798e-06    5.1164e-08    8.9921e-07          2.7952e-08 
 GRB140701833    6.912 2.6090e-06    5.1773e-08    1.5338e-06          2.7954e-08 
 GRB141230142    9.856 1.7987e-06    6.6177e-08    8.4283e-07          2.7957e-08 
 GRB110803783  186.883 2.9511e-06    5.0470e-08    1.6050e-06          2.7966e-08 
 GRB230405627   40.704 2.7102e-06    5.0896e-08    1.4700e-06          2.7971e-08 
 GRB240112541   15.616 3.0525e-06    4.4126e-08    1.7185e-06          2.8001e-08 
 GRB230723194    0.768 3.4556e-07    4.8242e-08    2.1901e-07          2.8011e-08 
 GRB081109293   58.369 6.5456e-06    5.8667e-08    3.3945e-06          2.8026e-08 
 GRB201222461    7.872 1.9906e-06    6.8433e-08    1.1684e-06          2.8033e-08 
 GRB090706283   57.857 3.4858e-06    5.0724e-08    1.6378e-06          2.8067e-08 
 GRB231203293   36.608 5.3892e-06    5.2168e-08    2.4937e-06          2.8072e-08 
 GRB140209313    1.408 8.9683e-06    5.3332e-08    5.7305e-06          2.8082e-08 
 GRB090129880   16.640 5.5712e-06    6.2011e-08    2.7023e-06          2.8101e-08 
 GRB131006840   41.984 1.8410e-06    5.5670e-08    9.4024e-07          2.8123e-08 
 GRB210417957    0.832 1.5980e-07    4.7363e-08    1.0465e-07          2.8143e-08 
 GRB150817087   35.584 1.1668e-05    5.6654e-08    6.5463e-06          2.8146e-08 
 GRB190919764   41.985 1.4694e-05    5.0783e-08    9.5254e-06          2.8154e-08 
 GRB101208498    2.048 3.8427e-06    5.3091e-08    2.2189e-06          2.8157e-08 
 GRB110728056    0.704 3.2668e-07    6.2992e-08    1.6882e-07          2.8172e-08 
 GRB140610548   36.865 1.8429e-05    5.6185e-08    1.0483e-05          2.8195e-08 
 GRB090131090   35.073 1.7523e-05    6.5675e-08    8.6419e-06          2.8211e-08 
 GRB200405394   14.848 2.1665e-06    5.3272e-08    1.2039e-06          2.8214e-08 
 GRB100330309   10.048 4.3020e-06    5.2969e-08    2.4358e-06          2.8214e-08 
 GRB210726106   47.872 1.7140e-06    5.3274e-08    9.3989e-07          2.8219e-08 
 GRB200922753   48.896 2.5383e-06    4.3651e-08    1.5600e-06          2.8234e-08 
 GRB240612511   79.362 4.3809e-06    5.1410e-08    2.4009e-06          2.8272e-08 
 GRB190422284   80.386 1.3558e-05    5.2002e-08    6.5292e-06          2.8285e-08 
 GRB141003788    7.424 1.3441e-06    4.6978e-08    8.3105e-07          2.8340e-08 
 GRB151210041   37.633 3.4533e-06    5.0732e-08    1.7134e-06          2.8368e-08 
 GRB140104731  187.137 2.3284e-05    5.8431e-08    1.2701e-05          2.8384e-08 
 GRB240807238    7.680 6.7686e-07    5.7233e-08    3.4119e-07          2.8414e-08 
 GRB230808699   20.992 4.2712e-06    5.1012e-08    2.3616e-06          2.8421e-08 
 GRB120522361   28.160 9.3244e-06    5.0849e-08    5.0195e-06          2.8432e-08 
 GRB130406288    7.936 2.9240e-06    5.1357e-08    1.7309e-06          2.8441e-08 
 GRB210731367   28.929 3.5399e-06    5.0468e-08    2.0557e-06          2.8457e-08 
 GRB160928825    6.141 5.4354e-06    5.1434e-08    3.2331e-06          2.8471e-08 
 GRB130523095   17.920 6.0322e-06    5.7924e-08    3.3904e-06          2.8525e-08 
 GRB181217665   42.497 8.0328e-06    4.9622e-08    4.1431e-06          2.8527e-08 
 GRB221118575   17.920 2.6999e-06    5.1726e-08    1.5421e-06          2.8544e-08 
 GRB220426299   87.554 3.0789e-06    5.4529e-08    1.6624e-06          2.8550e-08 
 GRB140621827    6.400 6.0634e-06    5.0549e-08    2.7267e-06          2.8554e-08 
 GRB100417789   52.545 1.3622e-06    4.9299e-08    8.9527e-07          2.8568e-08 
 GRB171207809   25.600 2.1570e-06    4.5508e-08    1.3281e-06          2.8578e-08 
 GRB110717319   90.369 4.2450e-05    5.2030e-08    2.1547e-05          2.8585e-08 
 GRB081124060   19.456 8.5897e-06    7.9771e-08    2.0671e-06          2.8605e-08 
 GRB190530430   18.432 3.7062e-04    5.2475e-08    1.3400e-04          2.8608e-08 
 GRB180309322   24.576 5.2781e-06    5.1768e-08    3.0475e-06          2.8616e-08 
 GRB220724988   35.585 1.8896e-06    5.0165e-08    1.0490e-06          2.8623e-08 
 GRB210503815   32.768 2.7438e-06    5.6179e-08    1.4076e-06          2.8667e-08 
 GRB080920268  113.921 1.8684e-06    6.3440e-08    9.4138e-07          2.8669e-08 
 GRB091112737   24.576 9.8981e-06    8.8617e-08    4.0413e-06          2.8669e-08 
 GRB170208553   53.761 1.7487e-05    5.6303e-08    1.0169e-05          2.8680e-08 
 GRB210807687    7.680 3.6790e-06    5.6395e-08    1.9701e-06          2.8682e-08 
 GRB100515467   10.624 6.1130e-06    5.0815e-08    3.4686e-06          2.8684e-08 
 GRB161230511   48.896 2.6151e-06    5.2662e-08    1.5335e-06          2.8724e-08 
 GRB180620354   98.050 6.5426e-06    6.0049e-08    2.5164e-06          2.8727e-08 
 GRB240612503  123.394 6.0215e-06    4.9922e-08    3.6032e-06          2.8738e-08 
 GRB150828333   12.800 4.3228e-06    5.9516e-08    2.2332e-06          2.8742e-08 
 GRB230628734   47.105 5.0079e-06    5.8725e-08    2.9045e-06          2.8746e-08 
 GRB150126868   96.513 2.5227e-05    5.7864e-08    1.4052e-05          2.8757e-08 
 GRB100820373    8.960 2.9929e-06    5.6168e-08    1.6528e-06          2.8768e-08 
 GRB150318521   94.720 4.3291e-06    6.0206e-08    2.2497e-06          2.8778e-08 
 GRB220627890  136.706 4.5358e-05    5.2980e-08    2.3701e-05          2.8788e-08 
 GRB160530667    9.024 9.1857e-05    4.9921e-08    5.5700e-05          2.8825e-08 
 GRB110207959    7.680 3.4231e-07    5.4835e-08    1.8953e-07          2.8827e-08 
 GRB170803415   66.816 1.0913e-05    4.7906e-08    5.5756e-06          2.8836e-08 
 GRB240112742    1.280 7.6637e-07    5.2033e-08    3.9309e-07          2.8857e-08 
 GRB160919613   62.465 5.5262e-06    5.4458e-08    2.9483e-06          2.8869e-08 
 GRB120729456   25.472 5.0787e-06    5.2985e-08    2.6680e-06          2.8877e-08 
 GRB210627312   12.800 2.0452e-06    5.4400e-08    1.2009e-06          2.8906e-08 
 GRB110228011   44.481 5.1435e-06    4.9943e-08    2.7735e-06          2.8925e-08 
 GRB151030999  116.482 5.0037e-05    5.2051e-08    2.5980e-05          2.8949e-08 
 GRB150804806   51.201 6.2914e-06    5.6460e-08    3.7255e-06          2.8950e-08 
 GRB090810781   62.977 5.1452e-06    5.7252e-08    2.4653e-06          2.8980e-08 
 GRB130924255   37.120 3.7282e-06    6.1855e-08    1.9994e-06          2.8982e-08 
 GRB240215648   56.576 2.6250e-06    5.0681e-08    1.4700e-06          2.8985e-08 
 GRB140703026   83.969 7.5662e-06    5.0890e-08    4.3291e-06          2.8998e-08 
 GRB120415076   12.544 2.2296e-06    5.6946e-08    1.4680e-06          2.9014e-08 
 GRB130903033   68.608 2.5187e-06    5.7794e-08    1.1707e-06          2.9016e-08 
 GRB110731465    7.485 2.2892e-05    5.7035e-08    1.0880e-05          2.9050e-08 
 GRB101123952  103.938 1.1747e-04    5.2880e-08    5.2742e-05          2.9062e-08 
 GRB140710901   11.520 1.3982e-06    4.7705e-08    6.2027e-07          2.9069e-08 
 GRB120412920  101.182 7.0289e-06    5.2670e-08    3.9089e-06          2.9091e-08 
 GRB140115899   10.496 3.2559e-06    5.4392e-08    1.4155e-06          2.9125e-08 
 GRB091109895   30.977 2.0198e-06    4.1883e-08    1.1536e-06          2.9128e-08 
 GRB140627401    7.424 9.0019e-07    5.9810e-08    3.7879e-07          2.9134e-08 
 GRB141124277    0.512 5.2274e-07    4.8192e-08    2.3767e-07          2.9137e-08 
 GRB130704560    6.400 2.4271e-05    5.4195e-08    1.3812e-05          2.9208e-08 
 GRB090327404   14.080 2.8155e-06    6.0572e-08    1.5735e-06          2.9208e-08 
 GRB160223072  117.762 8.9425e-06    5.8643e-08    5.3597e-06          2.9210e-08 
 GRB170821265   52.992 2.3688e-06    6.0493e-08    1.2709e-06          2.9213e-08 
 GRB120701654    1.024 8.3569e-08    6.2951e-08    4.9133e-08          2.9232e-08 
 GRB190228973   50.944 3.7981e-06    4.8055e-08    2.1594e-06          2.9234e-08 
 GRB241105671    1.408 7.9577e-07    6.0683e-08    4.2218e-07          2.9235e-08 
 GRB131028096   14.336 1.4565e-06    6.2039e-08    7.9254e-07          2.9271e-08 
 GRB151006413   93.440 1.2235e-05    4.6956e-08    6.8361e-06          2.9285e-08 
 GRB151003729   44.032 1.3475e-06    5.7227e-08    7.2644e-07          2.9302e-08 
 GRB200811632   40.193 1.4110e-05    6.3207e-08    9.3636e-06          2.9311e-08 
 GRB170829674   81.152 6.8712e-06    5.5618e-08    3.8388e-06          2.9313e-08 
 GRB200809211   64.512 2.2935e-06    5.2674e-08    1.2608e-06          2.9315e-08 
 GRB100522157   35.326 3.8629e-06    4.0722e-08    2.2760e-06          2.9320e-08 
 GRB090831317   39.424 9.4445e-06    7.3136e-08    4.8152e-06          2.9333e-08 
 GRB121231445   32.768 2.9369e-06    7.2247e-08    1.5356e-06          2.9336e-08 
 GRB220114168    8.192 2.0976e-06    6.1227e-08    8.2085e-07          2.9352e-08 
 GRB121005340  141.568 5.1687e-06    5.3824e-08    2.9151e-06          2.9390e-08 
 GRB091020977   37.505 1.0749e-05    6.1100e-08    5.2236e-06          2.9395e-08 
 GRB200616654   24.576 2.1359e-06    5.2999e-08    1.2413e-06          2.9409e-08 
 GRB240102125   26.621 6.3772e-06    5.0969e-08    3.1633e-06          2.9414e-08 
 GRB110901230   22.528 1.5063e-06    5.7456e-08    7.1580e-07          2.9421e-08 
 GRB160720275   14.336 2.2196e-06    5.6115e-08    1.2691e-06          2.9455e-08 
 GRB100527795  190.979 1.4400e-05    5.4461e-08    8.4144e-06          2.9465e-08 
 GRB170830069  216.835 5.1396e-06    5.2222e-08    2.8949e-06          2.9483e-08 
 GRB130628531   21.504 8.8681e-06    6.0388e-08    4.8074e-06          2.9505e-08 
 GRB180307073  136.707 2.3496e-05    5.4658e-08    1.3408e-05          2.9515e-08 
 GRB210712405    7.168 1.1935e-06    5.5520e-08    7.7100e-07          2.9539e-08 
 GRB111017657   11.072 2.0710e-05    5.6441e-08    9.2293e-06          2.9540e-08 
 GRB180618724  130.050 1.8649e-05    5.2701e-08    9.8217e-06          2.9557e-08 
 GRB220309253   62.208 1.3062e-06    5.7626e-08    6.5923e-07          2.9572e-08 
 GRB161020759   24.320 2.9248e-05    5.4688e-08    1.6859e-05          2.9583e-08 
 GRB210620666   98.306 8.0622e-06    5.3735e-08    4.6511e-06          2.9589e-08 
 GRB101129652    0.384 8.6279e-07    4.4333e-08    3.9132e-07          2.9598e-08 
 GRB130623790   42.241 8.6916e-06    5.4454e-08    4.3672e-06          2.9602e-08 
 GRB231001015   39.937 5.9303e-06    5.6393e-08    3.2168e-06          2.9607e-08 
 GRB080807993   19.072 7.2988e-06    9.0092e-08    2.7499e-06          2.9609e-08 
 GRB170101374    2.304 6.2916e-07    4.9052e-08    3.9046e-07          2.9627e-08 
 GRB180622273   13.568 2.0338e-06    6.1856e-08    9.9780e-07          2.9629e-08 
 GRB181027076   89.856 4.6239e-06    5.4954e-08    2.5521e-06          2.9640e-08 
 GRB210104477   31.745 1.9137e-05    5.5597e-08    9.9313e-06          2.9641e-08 
 GRB220514517   66.305 2.1745e-05    5.4135e-08    1.2464e-05          2.9647e-08 
 GRB150127398   52.736 1.1347e-05    5.7257e-08    4.3560e-06          2.9665e-08 
 GRB200914534   65.281 1.5381e-05    5.3207e-08    6.6027e-06          2.9668e-08 
 GRB160709370   38.657 7.0224e-06    5.0520e-08    3.9600e-06          2.9681e-08 
 GRB081008832  126.722 4.1957e-06    5.3506e-08    2.3726e-06          2.9682e-08 
 GRB160330827   41.985 1.0294e-05    5.5869e-08    6.3538e-06          2.9687e-08 
 GRB131127480   59.648 4.2417e-06    5.3602e-08    2.2456e-06          2.9702e-08 
 GRB231214329   39.424 3.0645e-06    4.2467e-08    1.9507e-06          2.9748e-08 
 GRB210820004   13.760 1.8673e-06    6.1813e-08    1.0119e-06          2.9779e-08 
 GRB140224788   17.152 2.4179e-06    6.2818e-08    1.4688e-06          2.9779e-08 
 GRB110108977   51.456 2.5114e-06    5.5814e-08    1.3637e-06          2.9779e-08 
 GRB230524239   26.880 6.1507e-06    5.4760e-08    2.2547e-06          2.9785e-08 
 GRB160819852   33.536 1.6877e-05    8.0161e-08    8.3955e-06          2.9794e-08 
 GRB190615636   16.896 5.0079e-06    5.6812e-08    3.0971e-06          2.9803e-08 
 GRB150630223   22.784 1.0775e-05    5.6127e-08    4.9247e-06          2.9842e-08 
 GRB110106893   35.521 4.1105e-06    5.6192e-08    1.9618e-06          2.9847e-08 
 GRB200403974   18.432 2.1690e-06    5.4348e-08    1.2671e-06          2.9848e-08 
 GRB170119228   28.928 3.4136e-06    5.5555e-08    1.6421e-06          2.9892e-08 
 GRB091010113    5.952 9.9565e-06    5.8682e-08    6.0029e-06          2.9895e-08 
 GRB130217688   14.848 1.1003e-06    5.4501e-08    6.3136e-07          2.9926e-08 
 GRB100923844   51.713 3.9168e-06    5.1198e-08    2.0355e-06          2.9957e-08 
 GRB170726794   78.080 7.6782e-06    5.2996e-08    4.2341e-06          2.9960e-08 
 GRB181029892   18.688 4.4762e-06    5.4434e-08    2.2621e-06          3.0004e-08 
 GRB210518033   15.104 9.0726e-07    5.1317e-08    5.6064e-07          3.0005e-08 
 GRB121005030   96.768 3.7314e-06    6.3501e-08    1.8056e-06          3.0005e-08 
 GRB130104721   26.368 5.6683e-06    5.6314e-08    3.1657e-06          3.0012e-08 
 GRB170626401   12.288 1.5101e-05    6.0049e-08    9.0978e-06          3.0027e-08 
 GRB180612785  101.122 1.5536e-05    5.7748e-08    8.0288e-06          3.0030e-08 
 GRB230731986   10.496 1.2088e-06    6.0015e-08    6.7480e-07          3.0062e-08 
 GRB100322045   37.121 6.6695e-05    5.2334e-08    3.1183e-05          3.0063e-08 
 GRB150324319   13.056 7.8092e-06    5.9463e-08    5.1664e-06          3.0112e-08 
 GRB130215649   58.113 2.1492e-05    6.0381e-08    1.2370e-05          3.0115e-08 
 GRB140727748   13.824 1.3213e-06    4.5601e-08    8.0473e-07          3.0119e-08 
 GRB111221739   27.136 3.0585e-06    5.7239e-08    1.1004e-06          3.0128e-08 
 GRB150510139   51.904 9.8625e-05    8.6913e-08    3.1432e-05          3.0138e-08 
 GRB190716019   61.184 2.5782e-06    6.2189e-08    1.3841e-06          3.0141e-08 
 GRB150416773   33.281 6.2375e-06    5.9016e-08    3.3928e-06          3.0145e-08 
 GRB150511362   31.232 3.3516e-06    5.6793e-08    1.8362e-06          3.0170e-08 
 GRB201221978    7.168 1.6077e-06    5.5315e-08    9.3226e-07          3.0175e-08 
 GRB170326489    9.728 9.7651e-07    4.3962e-08    6.1400e-07          3.0203e-08 
 GRB090102122   26.624 2.7909e-05    6.1005e-08    1.3037e-05          3.0206e-08 
 GRB170501467   47.360 5.3927e-06    4.1430e-08    3.1215e-06          3.0209e-08 
 GRB100513879   11.136 3.7117e-06    5.1765e-08    2.1863e-06          3.0222e-08 
 GRB081225257   41.217 6.7467e-06    8.9544e-08    2.3459e-06          3.0236e-08 
 GRB160516237    2.432 1.9530e-06    7.7704e-08    1.0617e-06          3.0247e-08 
 GRB120415958   12.544 2.3142e-06    5.4739e-08    1.0989e-06          3.0277e-08 
 GRB170607971   20.928 9.4084e-06    5.8779e-08    4.9258e-06          3.0297e-08 
 GRB191022285   12.288 3.4222e-06    5.7198e-08    1.8226e-06          3.0299e-08 
 GRB230806217   48.897 3.0861e-06    5.4361e-08    1.7078e-06          3.0314e-08 
 GRB230415867   40.449 4.5480e-06    5.9224e-08    2.5406e-06          3.0315e-08 
 GRB170130697   29.184 1.3192e-06    4.7297e-08    7.7624e-07          3.0320e-08 
 GRB190626254   23.808 1.7294e-06    7.3187e-08    7.6179e-07          3.0335e-08 
 GRB150403913   22.272 5.4707e-05    5.5299e-08    2.5460e-05          3.0342e-08 
 GRB160518039   22.784 3.7531e-06    6.3624e-08    2.2029e-06          3.0351e-08 
 GRB231104966   13.568 2.6028e-06    5.9501e-08    1.4769e-06          3.0357e-08 
 GRB200615250   49.664 1.7629e-06    5.5779e-08    9.6534e-07          3.0378e-08 
 GRB090426690    7.488 3.5378e-06    8.8242e-08    1.4131e-06          3.0395e-08 
 GRB090222179   17.408 3.2261e-06    5.3845e-08    1.9288e-06          3.0412e-08 
 GRB211120548   36.097 7.6453e-06    5.4692e-08    4.4252e-06          3.0457e-08 
 GRB190916590   37.376 2.9580e-06    5.9154e-08    1.5886e-06          3.0480e-08 
 GRB100704149  171.523 8.3883e-06    5.8907e-08    5.2048e-06          3.0486e-08 
 GRB210411564   47.873 3.7490e-06    5.6176e-08    2.1793e-06          3.0492e-08 
 GRB080905570   26.624 4.0911e-06    5.6276e-08    2.2664e-06          3.0501e-08 
 GRB241025067  123.906 1.1089e-05    5.8169e-08    6.6321e-06          3.0582e-08 
 GRB200531119   27.392 3.3238e-06    5.6330e-08    1.7564e-06          3.0591e-08 
 GRB101219686   51.009 3.9890e-06    4.8933e-08    2.4924e-06          3.0595e-08 
 GRB200216380    8.192 8.7060e-07    5.3634e-08    4.4718e-07          3.0598e-08 
 GRB190215772   23.296 2.1346e-05    5.4806e-08    1.4001e-05          3.0603e-08 
 GRB090623913    7.168 2.1558e-06    5.5426e-08    1.3013e-06          3.0618e-08 
