name        t90     t90_error fluence_batse fluence_batse_error flux_batse_1024 flux_batse_1024_error flux_batse_64 flux_batse_64_error
GRB150206407   5.120    1.056   7.5580e-07         1.6274e-08         1.6133               0.1123       2.5334             0.4892
GRB150530488   7.168    0.572   2.2097e-06         2.1635e-08         2.7807               0.1376       4.1946             0.6425
GRB160912674  48.128    5.221   1.9584e-06         1.6596e-08         0.4592               0.0670       1.1860             0.4717
GRB140930134   3.264    1.619   1.2567e-07         1.1694e-08         0.5355               0.0546       1.9345             0.3723
GRB130818941  25.344    3.183   2.0606e-06         3.4733e-08         2.6996               0.1320       5.2742             0.6392
GRB210226197  18.880    1.145   1.4464e-06         7.9539e-09         1.8156               0.0951       4.1117             0.4857
GRB231215408  16.128    0.572   2.1160e-05         4.1000e-08         9.6643               0.2695      12.5822             1.1664
GRB180803590   0.384    2.382   1.0349e-07         2.6904e-08         0.4870               0.0887       2.7003             0.4814
GRB140727748  13.824    1.864   8.0473e-07         3.0119e-08         0.7418               0.0920       1.4867             0.4481
GRB221004622   1.536    0.815   8.6941e-08         6.7003e-09         0.4551               0.0579       0.8663             0.3185
GRB080806584   2.304    0.453   2.3840e-07         1.1320e-08         0.7549               0.1573       1.1902             0.6187
GRB160709370  38.657    1.864   3.9600e-06         2.9681e-08         1.5846               0.1110       2.5123             0.5744
GRB231219717   7.936    1.810   2.9866e-07         1.5792e-08         0.9132               0.0967       2.0516             0.4092
GRB161115745   0.032    2.240   6.5721e-08         1.1484e-08         0.2096               0.0808       4.0659             0.5009
GRB200723691  58.113    1.639   3.1452e-06         2.2237e-08         2.1399               0.1250       3.3289             0.5562
GRB231230062  17.152    1.379   2.0023e-06         6.9082e-08         0.7995               0.2143       2.5765             1.5326
GRB180426549  16.189    0.831   6.2504e-06         1.7857e-08         6.9524               0.2280       8.3102             0.9847
GRB140817293  16.128    4.382   3.0920e-06         2.0741e-08         4.9868               0.2227       8.5992             1.1766
GRB200528436  56.577    0.362   1.3403e-05         2.1931e-08         7.5094               0.1584      10.5771             0.7245
GRB161015400   0.192    0.847   7.1680e-08         1.1712e-08         0.6944               0.1163       3.7056             0.7527
GRB151212064  13.312    1.557   4.4484e-06         1.7353e-08         6.2589               0.1478       7.1144             0.6133
GRB120926335   4.288    1.833   1.1884e-06         2.5030e-08         2.9122               0.1058       7.8290             0.6255
GRB120206949   9.472    3.338   3.4033e-06         3.4611e-08         9.8607               0.2447      13.1981             1.1394
GRB101202154  18.432    3.665   6.9766e-07         3.2514e-08         0.7855               0.1597       3.7438             0.9185
GRB230808451  62.465   13.968   5.9635e-06         1.2463e-07         2.8923               0.1342       4.0248             0.6480
GRB150202999 167.427    3.367   1.7407e-05         5.2134e-08        10.9256               0.2131      12.7358             0.9510
GRB120130938  38.913    7.455   6.1222e-06         9.3289e-08         2.7576               0.1619       4.4192             0.7839
GRB150522944   1.024    0.580   1.1243e-07         5.5809e-09         0.6174               0.0697       2.3367             0.5501
GRB100506653  21.376    1.891   1.4098e-06         3.3692e-08         0.9427               0.1785       1.9738             0.7419
GRB140824606 108.802    0.923   7.9002e-06         4.0990e-08         3.4178               0.1228       7.9160             0.6428
GRB220620016   0.064    1.083   4.6467e-08         7.5247e-09         0.3390               0.0549       2.1301             0.4411
GRB140108721  91.393    2.360   9.9468e-06         1.2330e-07         4.4196               0.1402       5.4225             0.5268
GRB120715066  29.696    3.083   1.1265e-06         1.9510e-08         0.7529               0.0702       2.1395             0.6013
GRB090814368   0.192    0.045   2.4102e-07         3.8131e-09         1.1409               0.0889       6.1347             0.6853
GRB190326975  20.736    1.280   9.9289e-07         2.2771e-08         0.9409               0.1135       2.0146             0.5586
GRB110903111 341.254    2.288   1.8877e-05         4.1964e-08         2.5667               0.1173       3.8485             0.5778
GRB100911816   5.632    1.999   4.3696e-07         1.7014e-08         0.8831               0.0770       1.5827             0.3480
GRB200211813  55.040    8.291   1.2979e-06         2.7503e-08         0.5691               0.0657       1.2658             0.4097
GRB200318941  10.240    1.619   1.5637e-06         1.3161e-08         1.5505               0.0914       2.0882             0.4151
GRB150512432 123.138    3.167   8.2586e-06         5.9232e-08         2.7584               0.1392       3.7547             0.6565
GRB090219074   0.448    0.272   9.3011e-08         2.5805e-08         0.6806               0.1468       2.7788             0.9723
GRB120129580   3.072    0.362   2.9447e-05         3.9180e-08        81.1571               0.6262     112.9720             2.9915
GRB130215649  58.113    1.557   1.2370e-05         3.0115e-08         3.3802               0.1907       5.2046             1.0240
GRB120716577  24.960    3.958   2.7889e-06         6.1596e-08         1.4324               0.1214       2.0330             0.6006
GRB130420313 104.962    8.809   5.7854e-06         1.2970e-07         1.3827               0.1711       2.4747             0.7551
GRB140912664   2.304    1.619   3.3765e-07         1.1458e-08         1.2335               0.1003       2.4970             0.4434
GRB090107681  18.432    2.896   1.7083e-06         5.6736e-08         0.9685               0.3258       2.3656             1.6261
GRB101119685   0.640    0.607   8.6129e-08         8.8283e-09         0.5946               0.0908       2.5800             0.6981
GRB140713780   5.376    1.379   4.3059e-07         2.0517e-08         1.1397               0.1023       1.9394             0.5010
GRB220523558   7.168    1.145   2.8813e-06         3.4683e-08         4.8767               0.2146       7.4775             1.0013
GRB130224370  70.913    4.291   2.8008e-06         3.1183e-08         1.2435               0.0809       2.0924             0.4277
GRB160118060  46.849    1.145   1.7303e-05         3.5176e-08         7.8959               0.2540      10.7214             1.0327
GRB090824918  59.905   10.014   1.7650e-06         3.2457e-08         0.7034               0.2517       2.3844             1.1357
GRB121113544  95.490    2.611   1.5742e-05         5.1328e-08         3.1418               0.1608       5.4096             0.7647
GRB141126233   0.896    0.792   2.0207e-07         1.2889e-08         0.8965               0.0725       1.8796             0.4423
GRB130630272  17.152    0.572   9.8569e-06         3.8530e-08         5.7092               0.2413       7.4986             1.0182
GRB211216556  28.416    1.280   3.0624e-06         1.6384e-08         1.6388               0.1069       2.6016             0.4444
GRB210306162   9.536    0.143   4.7342e-06         1.3822e-08         7.5115               0.1572      19.2267             0.9101
GRB091106762  14.592   16.147   7.8536e-07         3.7595e-08         0.5245               0.2915       2.0712             1.4768
GRB170315582  16.128    2.360   7.5774e-07         1.7535e-08         1.2369               0.1097       1.7967             0.4813
GRB100304004 181.507   21.682   3.1299e-06         8.2670e-08         1.2646               0.2721       2.6050             1.3099
GRB081025349  22.528    0.724   3.3218e-06         5.8231e-08         2.1354               0.1689       2.9820             0.6806
GRB230430196  12.032    2.721   4.2903e-07         1.3852e-08         0.8617               0.0799       1.6253             0.3952
GRB181221565  15.616    3.167   8.2763e-07         1.7091e-08         0.9933               0.1058       1.9913             0.4703
GRB200614608   9.728    1.810   1.0413e-06         3.0912e-08         1.1279               0.1003       2.3065             0.5055
GRB160316573  17.920    3.665   2.1003e-06         3.9610e-08         1.7654               0.1927       3.0429             0.8164
GRB211018505  24.576    2.429   8.0427e-07         1.9356e-08         0.5420               0.0734       1.0869             0.3637
GRB190222537  13.312    2.318   8.7038e-06         5.6504e-08         7.0897               0.3022      10.0643             1.3264
GRB090225009   2.176    2.833   7.2204e-08         8.0982e-09         0.2854               0.0729       1.0470             0.6795
GRB130831058  24.832    0.810   1.1375e-06         1.3015e-08         0.5986               0.0821       1.2332             0.4184
GRB210227115  17.920    1.305   8.8632e-07         1.7330e-08         1.1071               0.0944       2.0687             0.4791
GRB090620400  13.568    0.724   9.1839e-06         2.6107e-08         9.7502               0.1762      13.1838             0.7787
GRB201004365  36.353    6.955   3.0846e-06         7.4228e-08         1.8409               0.1837       3.0177             0.8196
GRB130620498  14.592    4.404   7.4781e-07         3.4190e-08         1.1948               0.0902       1.6602             0.4038
