#rhoc           M              M_0            R              k_love         
1.502004e-03   2.801404e+00   3.356524e+00   9.457508e+00   2.290807e-02   
1.514975e-03   2.805088e+00   3.362302e+00   9.435104e+00   2.249166e-02   
1.527946e-03   2.808519e+00   3.367697e+00   9.412793e+00   2.208751e-02   
1.540916e-03   2.811703e+00   3.372734e+00   9.390598e+00   2.169498e-02   
1.553887e-03   2.814649e+00   3.377388e+00   9.368538e+00   2.131352e-02   
1.566858e-03   2.817364e+00   3.381697e+00   9.346636e+00   2.094254e-02   
1.579828e-03   2.819855e+00   3.385625e+00   9.330018e+00   2.052567e-02   
1.592799e-03   2.822129e+00   3.389246e+00   9.307686e+00   2.018370e-02   
1.605770e-03   2.824194e+00   3.392562e+00   9.285545e+00   1.985066e-02   
1.618741e-03   2.826056e+00   3.395538e+00   9.263627e+00   1.952596e-02   
1.631711e-03   2.827721e+00   3.398220e+00   9.241959e+00   1.920913e-02   
1.644682e-03   2.829197e+00   3.400556e+00   9.225120e+00   1.885346e-02   
1.657653e-03   2.830488e+00   3.402645e+00   9.203029e+00   1.856159e-02   
1.670623e-03   2.831602e+00   3.404462e+00   9.181256e+00   1.827592e-02   
1.683594e-03   2.832543e+00   3.405951e+00   9.165012e+00   1.794563e-02   
1.696565e-03   2.833318e+00   3.407218e+00   9.142814e+00   1.768292e-02   
1.709536e-03   2.833932e+00   3.408223e+00   9.121029e+00   1.742470e-02   
1.722506e-03   2.834391e+00   3.408952e+00   9.105003e+00   1.712095e-02   
1.735477e-03   2.834700e+00   3.409458e+00   9.082831e+00   1.688345e-02   
1.748448e-03   2.834863e+00   3.409753e+00   9.061194e+00   1.664866e-02   
1.761419e-03   2.834886e+00   3.409756e+00   9.045047e+00   1.637211e-02   
1.774389e-03   2.834773e+00   3.409588e+00   9.023111e+00   1.615556e-02   
1.787360e-03   2.834530e+00   3.409206e+00   9.001861e+00   1.593994e-02   
