#rhoc           M              M_0            R              k_love         
2.056483e-03   2.007175e+00   2.316022e+00   8.588578e+00   3.774306e-02   
2.074370e-03   2.008691e+00   2.318176e+00   8.573708e+00   3.739990e-02   
2.092257e-03   2.010109e+00   2.320118e+00   8.558900e+00   3.706538e-02   
2.110144e-03   2.011431e+00   2.321981e+00   8.544150e+00   3.673933e-02   
2.128031e-03   2.012660e+00   2.323746e+00   8.529489e+00   3.642085e-02   
2.145919e-03   2.013801e+00   2.325308e+00   8.514926e+00   3.610953e-02   
2.163806e-03   2.014856e+00   2.326804e+00   8.500442e+00   3.580554e-02   
2.181693e-03   2.015827e+00   2.328099e+00   8.490043e+00   3.542513e-02   
2.199580e-03   2.016718e+00   2.329370e+00   8.475318e+00   3.514406e-02   
2.217467e-03   2.017532e+00   2.330553e+00   8.460716e+00   3.486872e-02   
2.235354e-03   2.018270e+00   2.331561e+00   8.446211e+00   3.459943e-02   
2.253241e-03   2.018936e+00   2.332567e+00   8.431928e+00   3.433351e-02   
2.271129e-03   2.019531e+00   2.333406e+00   8.417829e+00   3.407156e-02   
2.289016e-03   2.020059e+00   2.334114e+00   8.407665e+00   3.373825e-02   
2.306903e-03   2.020521e+00   2.334753e+00   8.393215e+00   3.349872e-02   
2.324790e-03   2.020920e+00   2.335331e+00   8.378960e+00   3.326242e-02   
2.342677e-03   2.021258e+00   2.335871e+00   8.365034e+00   3.302653e-02   
2.360564e-03   2.021537e+00   2.336185e+00   8.355166e+00   3.271805e-02   
2.378451e-03   2.021758e+00   2.336529e+00   8.340826e+00   3.250420e-02   
2.396339e-03   2.021925e+00   2.336759e+00   8.326906e+00   3.228859e-02   
2.414226e-03   2.022037e+00   2.336892e+00   8.317502e+00   3.199243e-02   
2.432113e-03   2.022098e+00   2.337005e+00   8.303193e+00   3.179722e-02   
2.450000e-03   2.022110e+00   2.337066e+00   8.289310e+00   3.159982e-02   
