#rhoc           M              M_0            R              k_love         
2.232657e-03   1.976592e+00   2.299073e+00   7.890353e+00   4.272812e-02   
2.251052e-03   1.978028e+00   2.301130e+00   7.876874e+00   4.239531e-02   
2.269448e-03   1.979372e+00   2.303021e+00   7.868037e+00   4.194616e-02   
2.287843e-03   1.980628e+00   2.304801e+00   7.860001e+00   4.148461e-02   
2.306239e-03   1.981799e+00   2.306464e+00   7.845768e+00   4.119409e-02   
2.324634e-03   1.982887e+00   2.307998e+00   7.837554e+00   4.075354e-02   
2.343029e-03   1.983894e+00   2.309461e+00   7.823551e+00   4.047056e-02   
2.361425e-03   1.984824e+00   2.310769e+00   7.815157e+00   4.005028e-02   
2.379820e-03   1.985679e+00   2.311997e+00   7.801407e+00   3.977391e-02   
2.398216e-03   1.986460e+00   2.313096e+00   7.792820e+00   3.937345e-02   
2.416611e-03   1.987171e+00   2.314144e+00   7.779349e+00   3.910272e-02   
2.435006e-03   1.987813e+00   2.315040e+00   7.770563e+00   3.872150e-02   
2.453402e-03   1.988389e+00   2.315849e+00   7.762513e+00   3.832937e-02   
2.471797e-03   1.988901e+00   2.316601e+00   7.748393e+00   3.809328e-02   
2.490193e-03   1.989351e+00   2.317239e+00   7.740114e+00   3.772035e-02   
2.508588e-03   1.989740e+00   2.317808e+00   7.726347e+00   3.748695e-02   
2.526984e-03   1.990070e+00   2.318263e+00   7.717822e+00   3.713296e-02   
2.545379e-03   1.990344e+00   2.318694e+00   7.704449e+00   3.690109e-02   
2.563774e-03   1.990562e+00   2.318992e+00   7.695665e+00   3.656568e-02   
2.582170e-03   1.990728e+00   2.319209e+00   7.687553e+00   3.622077e-02   
2.600565e-03   1.990841e+00   2.319388e+00   7.673670e+00   3.601710e-02   
2.618961e-03   1.990905e+00   2.319469e+00   7.665268e+00   3.569080e-02   
2.637356e-03   1.990920e+00   2.319515e+00   7.651884e+00   3.548543e-02   
