#rhoc           M              M_0            R              k_love         
1.890386e-03   2.195330e+00   2.553493e+00   8.783220e+00   3.484270e-02   
1.906732e-03   2.197203e+00   2.556176e+00   8.768358e+00   3.449202e-02   
1.923078e-03   2.198951e+00   2.558685e+00   8.753553e+00   3.415118e-02   
1.939424e-03   2.200578e+00   2.561025e+00   8.738810e+00   3.381977e-02   
1.955770e-03   2.202090e+00   2.563202e+00   8.724167e+00   3.349675e-02   
1.972116e-03   2.203489e+00   2.565221e+00   8.709623e+00   3.318187e-02   
1.988463e-03   2.204781e+00   2.567086e+00   8.695154e+00   3.287533e-02   
2.004809e-03   2.205969e+00   2.568763e+00   8.685002e+00   3.249750e-02   
2.021155e-03   2.207056e+00   2.570339e+00   8.670244e+00   3.221563e-02   
2.037501e-03   2.208047e+00   2.571780e+00   8.655629e+00   3.193996e-02   
2.053847e-03   2.208944e+00   2.573090e+00   8.641182e+00   3.166981e-02   
2.070193e-03   2.209752e+00   2.574271e+00   8.626938e+00   3.140435e-02   
2.086539e-03   2.210473e+00   2.575327e+00   8.612997e+00   3.114159e-02   
2.102885e-03   2.211111e+00   2.576219e+00   8.602712e+00   3.082143e-02   
2.119231e-03   2.211668e+00   2.577041e+00   8.588290e+00   3.058355e-02   
2.135577e-03   2.212147e+00   2.577754e+00   8.574160e+00   3.034793e-02   
2.151923e-03   2.212551e+00   2.578358e+00   8.560474e+00   3.011179e-02   
2.168270e-03   2.212883e+00   2.578810e+00   8.550316e+00   2.982138e-02   
2.184616e-03   2.213146e+00   2.579211e+00   8.536118e+00   2.960872e-02   
2.200962e-03   2.213341e+00   2.579514e+00   8.522324e+00   2.939574e-02   
2.217308e-03   2.213472e+00   2.579677e+00   8.512695e+00   2.911811e-02   
2.233654e-03   2.213540e+00   2.579796e+00   8.498543e+00   2.892463e-02   
2.250000e-03   2.213548e+00   2.579829e+00   8.484932e+00   2.872810e-02   
