#rhoc           M              M_0            R              k_love         
1.044506e-03   7.721296e-01   8.188728e-01   7.707222e+00   1.065374e-01   
1.042483e-03   7.692063e-01   8.155771e-01   7.707622e+00   1.065228e-01   
1.040460e-03   7.662849e-01   8.122852e-01   7.707757e+00   1.065249e-01   
1.038437e-03   7.633655e-01   8.089964e-01   7.708234e+00   1.065018e-01   
1.036414e-03   7.604481e-01   8.057120e-01   7.708551e+00   1.064880e-01   
1.034391e-03   7.575328e-01   8.024308e-01   7.708948e+00   1.064670e-01   
1.032368e-03   7.546196e-01   7.991540e-01   7.709230e+00   1.064524e-01   
1.030345e-03   7.517085e-01   7.958811e-01   7.709533e+00   1.064347e-01   
1.028322e-03   7.487996e-01   7.926149e-01   7.710151e+00   1.063947e-01   
1.026299e-03   7.458929e-01   7.893516e-01   7.710434e+00   1.063751e-01   
1.024276e-03   7.429884e-01   7.860924e-01   7.710953e+00   1.063376e-01   
1.022253e-03   7.400863e-01   7.828374e-01   7.711703e+00   1.062824e-01   
1.020230e-03   7.371865e-01   7.795859e-01   7.711793e+00   1.062711e-01   
1.018207e-03   7.342890e-01   7.763385e-01   7.712354e+00   1.062257e-01   
1.016184e-03   7.313940e-01   7.730953e-01   7.712796e+00   1.061869e-01   
1.014161e-03   7.285014e-01   7.698565e-01   7.713142e+00   1.061529e-01   
1.012138e-03   7.256113e-01   7.666213e-01   7.713532e+00   1.061143e-01   
1.010115e-03   7.227238e-01   7.633908e-01   7.714086e+00   1.060627e-01   
1.008092e-03   7.198388e-01   7.601646e-01   7.714294e+00   1.060333e-01   
1.006069e-03   7.169564e-01   7.569419e-01   7.715068e+00   1.059632e-01   
1.004046e-03   7.140767e-01   7.537241e-01   7.715660e+00   1.059040e-01   
1.002023e-03   7.111997e-01   7.505098e-01   7.716352e+00   1.058362e-01   
1.000000e-03   7.083254e-01   7.473004e-01   7.716929e+00   1.057747e-01   
