#rhoc           M              M_0            R              k_love         
2.197753e-03   2.085269e+00   2.439863e+00   8.145446e+00   3.399758e-02   
2.216037e-03   2.086876e+00   2.442192e+00   8.130534e+00   3.361913e-02   
2.234321e-03   2.088378e+00   2.444374e+00   8.115643e+00   3.324963e-02   
2.252605e-03   2.089781e+00   2.446414e+00   8.100788e+00   3.288857e-02   
2.270888e-03   2.091086e+00   2.448315e+00   8.085970e+00   3.253570e-02   
2.289172e-03   2.092296e+00   2.450082e+00   8.071196e+00   3.219069e-02   
2.307456e-03   2.093415e+00   2.451718e+00   8.056428e+00   3.185410e-02   
2.325740e-03   2.094446e+00   2.453227e+00   8.041693e+00   3.152520e-02   
2.344024e-03   2.095390e+00   2.454613e+00   8.027098e+00   3.120172e-02   
2.362308e-03   2.096251e+00   2.455877e+00   8.012564e+00   3.088507e-02   
2.380592e-03   2.097030e+00   2.457024e+00   7.998124e+00   3.057445e-02   
2.398876e-03   2.097731e+00   2.458022e+00   7.987664e+00   3.019627e-02   
2.417160e-03   2.098356e+00   2.458946e+00   7.972939e+00   2.990679e-02   
2.435444e-03   2.098907e+00   2.459765e+00   7.958304e+00   2.962284e-02   
2.453728e-03   2.099386e+00   2.460479e+00   7.943761e+00   2.934423e-02   
2.472012e-03   2.099796e+00   2.461091e+00   7.929305e+00   2.907097e-02   
2.490296e-03   2.100138e+00   2.461604e+00   7.915047e+00   2.880088e-02   
2.508580e-03   2.100414e+00   2.461983e+00   7.905081e+00   2.846019e-02   
2.526864e-03   2.100627e+00   2.462307e+00   7.890440e+00   2.821075e-02   
2.545148e-03   2.100779e+00   2.462543e+00   7.875979e+00   2.796437e-02   
2.563432e-03   2.100870e+00   2.462690e+00   7.861626e+00   2.772223e-02   
2.581716e-03   2.100904e+00   2.462751e+00   7.847567e+00   2.748097e-02   
2.600000e-03   2.100882e+00   2.462690e+00   7.837666e+00   2.717363e-02   
