#rhoc           M              M_0            R              k_love         
2.457325e-03   2.220876e+00   2.686128e+00   7.306866e+00   2.187688e-02   
2.476073e-03   2.223774e+00   2.690711e+00   7.297501e+00   2.141070e-02   
2.494821e-03   2.226494e+00   2.695082e+00   7.282527e+00   2.103917e-02   
2.513569e-03   2.229041e+00   2.699159e+00   7.267577e+00   2.067829e-02   
2.532318e-03   2.231421e+00   2.702993e+00   7.252653e+00   2.032769e-02   
2.551066e-03   2.233639e+00   2.706589e+00   7.237764e+00   1.998697e-02   
2.569814e-03   2.235697e+00   2.709918e+00   7.222917e+00   1.965574e-02   
2.588562e-03   2.237602e+00   2.713003e+00   7.208101e+00   1.933389e-02   
2.607310e-03   2.239358e+00   2.715868e+00   7.193344e+00   1.902079e-02   
2.626058e-03   2.240969e+00   2.718518e+00   7.178637e+00   1.871628e-02   
2.644806e-03   2.242440e+00   2.720913e+00   7.163991e+00   1.842003e-02   
2.663555e-03   2.243773e+00   2.723096e+00   7.149428e+00   1.813149e-02   
2.682303e-03   2.244975e+00   2.725038e+00   7.140023e+00   1.778758e-02   
2.701051e-03   2.246047e+00   2.726784e+00   7.125116e+00   1.752098e-02   
2.719799e-03   2.246995e+00   2.728346e+00   7.110287e+00   1.726132e-02   
2.738547e-03   2.247822e+00   2.729730e+00   7.095546e+00   1.700828e-02   
2.757295e-03   2.248532e+00   2.730919e+00   7.080909e+00   1.676150e-02   
2.776043e-03   2.249128e+00   2.731905e+00   7.066386e+00   1.652069e-02   
2.794791e-03   2.249614e+00   2.732722e+00   7.051987e+00   1.628562e-02   
2.813540e-03   2.249992e+00   2.733310e+00   7.042566e+00   1.600133e-02   
2.832288e-03   2.250268e+00   2.733763e+00   7.027767e+00   1.578515e-02   
2.851036e-03   2.250442e+00   2.734073e+00   7.013119e+00   1.557369e-02   
2.869784e-03   2.250520e+00   2.734237e+00   6.998660e+00   1.536643e-02   
