#rhoc           M              M_0            R              k_love         
2.688748e-03   2.040639e+00   2.429389e+00   7.239822e+00   2.483404e-02   
2.709714e-03   2.042541e+00   2.432263e+00   7.230123e+00   2.444723e-02   
2.730680e-03   2.044317e+00   2.434999e+00   7.215528e+00   2.415265e-02   
2.751646e-03   2.045972e+00   2.437556e+00   7.201194e+00   2.386199e-02   
2.772612e-03   2.047510e+00   2.439938e+00   7.187056e+00   2.357615e-02   
2.793578e-03   2.048935e+00   2.442100e+00   7.177584e+00   2.322266e-02   
2.814544e-03   2.050250e+00   2.444143e+00   7.163036e+00   2.295969e-02   
2.835510e-03   2.051458e+00   2.446029e+00   7.148784e+00   2.269928e-02   
2.856476e-03   2.052563e+00   2.447758e+00   7.134815e+00   2.244152e-02   
2.877442e-03   2.053568e+00   2.449283e+00   7.125216e+00   2.212288e-02   
2.898408e-03   2.054477e+00   2.450712e+00   7.110857e+00   2.188555e-02   
2.919374e-03   2.055292e+00   2.452000e+00   7.096847e+00   2.164932e-02   
2.940340e-03   2.056016e+00   2.453097e+00   7.087598e+00   2.134767e-02   
2.961306e-03   2.056652e+00   2.454108e+00   7.073242e+00   2.112976e-02   
2.982272e-03   2.057203e+00   2.454990e+00   7.059180e+00   2.091335e-02   
3.003238e-03   2.057671e+00   2.455692e+00   7.050076e+00   2.063010e-02   
3.024204e-03   2.058059e+00   2.456320e+00   7.035742e+00   2.042962e-02   
3.045170e-03   2.058370e+00   2.456829e+00   7.021787e+00   2.022903e-02   
3.066136e-03   2.058605e+00   2.457169e+00   7.012652e+00   1.996505e-02   
3.087102e-03   2.058767e+00   2.457445e+00   6.998405e+00   1.977958e-02   
3.108068e-03   2.058859e+00   2.457613e+00   6.984677e+00   1.959172e-02   
3.129034e-03   2.058882e+00   2.457619e+00   6.975364e+00   1.934750e-02   
3.150000e-03   2.058838e+00   2.457575e+00   6.961330e+00   1.917397e-02   
